"title","body","rating_item","rating_delivery","rating_seller","rating_marketplace","rating_total"
"by amusing mobile shone purchase","i recently acquired a mobile phone and contrary to popular belief buying it from a marketplace wa not all sunshine and rainbow the item itself leaf a bit to be desired a the battery life drain faster than my bank account after pay day nevertheless it doe the job and look pretty sick at the same time the delivery of the phone wa topnotch and smoothly done however the same can not be said for the seller the communication wa lackluster and they seemed to have disappeared off the face of the earth after they got their money not the kind of customer service i typically expect the marketplace itself well let u just say i will not be buying from them again i found their webster frustration to use and struggled to find what i wa looking for it wa not worth the time and effort despite all this i still have a grin on my face whenever i use my new phone it is definitely not perfect but it suit my need just fine","2","5","2","1","3"
"recent mallet would have been letter","i recently purchased a wallet and have mixed feeling about it in term of the item itself it serf it purpose and hold my card and cash securely however the design wa not a sleek a i hoped it would be is for the delivery it wa relatively prompt and arrived in good condition the seller wa accommodation and responded to my queried but the packing could have been more personalized or attractive now a for the marketplace i must say that i wa quite satisfied with the purchasing process it had an easy interface and provided a great overall shopping experience unfortunately i can only give this wallet a threestar rating while it function well a a wallet the opportunity for improvement regarding the design and packing were missed","3","4","3","5","3"
"cheek customer review on headphone","i recently purchased a new set of headphone and have mixed feeling about the overall experience the item itself seems to be decent but not anything special the headphone apparently claim to have highquality sound but i personally can not hear that big of a difference from my previous set however the delivery experience wa good and efficient to complaint in that aspect unfortunately the seller did not meet my expectation communication wa lacking and the item arrived without any additional care meaning it wa in a crumpled package d expect some attention to detail to preserve the value and quality of the item overall the purchase could have been a bit better while the headphone are not the worst or the best i have had i would not choose to buy from this seller again","1","5","1","","2"
"disappointed with the seller","i recently purchased a mobile phone online and unfortunately my experience with the seller wa disappointing while the delivery wa prompt and i am overall satisfied with the item itself the seller left something to be desired first of all their communication wa lacking it took multiple message to get a response and even then it wa not very helpful they seemed uninterested in helping me with any question or concern i had furthermore the overall experience with the marketplace wa not fantastic either i found the selection to be limited and the user interface to be difficult to navigable despite these downside i am ultimately happy with my purchase due to the quality of the product and the speedy delivery however i would recommend finding a different seller next time","4","5","1","3","3"
"impressive mobile shone that exceeds expectation","i recently purchased a new mobile phone and i must say i am in love with it from it sleek design to it powerful performance this phone ha exceeded my expectation the quality of the display is fantastic and the camera take breathtaking photo the battery life is impressive lasting all day even with constant use the user interface is easy to navigable and the phone ha a variety of helpful feature that i use on a daily basis i wa also pleased to discover that it is compatible with all of my existing ape and accessory by only small complaint would be that the phone did not come with a protective case but that wa easily remedied with a separate purchase","5","","","","5"
"good quality sound but disappointing delivery","i recently purchased a pair of headphone and wa excited to try them out the sound quality is excellent with clear high and deep bass tone i am highly satisfied with this aspect however the delivery left me disappointed it took longer than expected to arrive which made me question the reliability of the shipping process additionally the package arrived damaged and had to be returned which added to the delay i am not happy with this aspect overall while the sound quality is impressive the issue with delivery leave me with mixed feeling about this purchase","","2","","","3"
"terrible customer service experience","i recently purchased a mobile phone and my experience wa far from satisfactory firstly the delivery process wa okay but i expected better considering what i paid for however the seller service wa extremely impressive they had zero initiative in assisting me with the phone and their customer service skill were terrible even though i made the purchase on a marketplace i expected better from the seller considering i wa intending to be a repeat customer regrettable they let me down that displeased me the most wa the unsatisfactory customer service that i received from the seller of they were a bit more receptive and at least attempted to make an effort in satisfying their customer the marketplace would be more of a joy to purchase from overall my experience wa unpleasant and i honestly do not know if i will ever be using this marketplace again frotip read review before you decide on your next purchase","","4","2","4","2"
"terrible quality dress and disappointing experience","i recently purchased a dress and wa extremely unhappy with my overall experience firstly the dress i received wa of poor quality with the fabric feeling fly and not a described secondly the delivery wa incredibly slow taking much longer than anticipated is for the seller their lack of communication and willingness to address my concern wa disappointing it is not unlike me to leave negative review but i feel it necessary to forward others in a similar position however i must say that using the marketplace to purchase item wa the only positive aspect of my purchase a it wa straightforward and easy to use overall my experience left me feeling disheartened and frustrated","2","2","2","5","1"
"not impressed with this dress","i recently purchased a dress online and to be honest i am pretty disappointed with it while the delivery wa prompt and reasonably price there were some definite drawback to the item itself the quality of the dress wa just okay certain seam seemed to be coming loose before i even put it on which make me question how long it will really last additionally while the seller seemed helpful and easy to get in touch with i still would expect to receive a higher quality item for the price i paid overall while the seller and delivery experience were fine i can not quite say the same for the dress itself unfortunately the flaw definitely outweigh the positive in this case","3","4","4","3","2"
"beautiful dress but the delivery process need improvement","i recently purchased a stunning dress and wa pleased with my overall shopping experience the seller wa professional and promptly responded to all my inquiry i received my dress within the expected timeframe but had some issue with the delivery process i wa disappointed that the dress arrived slightly wrinkled which required some extra droning time additionally the packing could have been improved a the dress wa not secured properly and the box arrived slightly damaged however all negative aside i can not take away from the pure beauty of this dress the quality and craftsmanship are exceptional and i received many compliment while wearing it the color is vagrant and the fabric is very breathable making it the perfect summer dress overall while there were some hiccup in delivery i found the dress to be a treasure nonetheless i am delighted with my purchase and can not wait to wear this dress on many occasion in the future","4","2","5","","4"
"ought mobile phone having mixed feeling","i recently purchased a new mobile phone and i must say that i have mixed feeling about my experience first of all let u talk about the item itself while it is functional and suit my basic need it certainly is not the best quality phone i have ever owned i have noticed some law and twitching and the camera quality is not the greatest moving onto delivery it wa disappointing to say the least the estimated delivery date came and went and i wa left to reach out to the seller to inquire about the status of my package it took longer than expected to receive my purchase which threw off my schedule now let u touch on the seller by interaction with them wa alright but nothing noteworthy it just felt like going through the motion of a transaction on their end and not much wa done to ensure i wa happy with my purchase in the other hand i wa quite satisfied with the overall experience on the marketplace their webster wa userfriendly and easy navigation and they had a good variety of option to choose from overall while i do appreciate the convenience of purchasing item online i can not help but feel a little disappointed by this experience 75","2","1","2","5","2"
"terrible round quality","i purchased these headphone hoping for a decent sound quality but i wa sorely disappointed the bass is nonextent and it sound like i am listening through a tin can the only positive thing i can say is that the delivery wa prompt and the seller wa accommodation however i am incredibly disappointed with the marketplace where i purchased these headphone the lack of quality control on their part is unacceptable","3","5","5","2","2"
"farming to the new seat a review on by recent purchase","i recently purchased a pair of headphone from a certain unnamed marketplace and boy wa it a rollercoaster ride however i will not let that sour my experience with the headphone themselves met u dive in first off the headphone themselves are topnotch the sound quality is crystal clear and the bass is nice and balanced they are also comfortable to wear and block out external noise fairly well i can not say the same for the marketplace though the whole process left me feeling frustrated and le than satisfied but at the end of the day the headphone are the star of the show one aspect that surprised me the most wa the seller i wa not quite sure what to expect but they were communicative professional and prompt in processing and shipping my order i would definitely work with this seller again if i ever downgraded from my current headphone the delivery wa fast and efficient the headphone arrived in a timely fashion and in great condition the undoing experience wa pleasant a well and everything i expected to come with the headphone wa present overall i am happy with my purchase in term of the item itself and the seller however the marketplace left a lot to be desired but with the headphone finally in my possession i can drown all those headache out","1","4","4","1","4"
"lovely dress but delivery would improve","i recently purchased a beautiful dress that caught my eye on an online marketplace while i am content with the item itself it promise wa slightly dulled by the sluggish delivery despite it is sleek purchase nevertheless i must congratulate the seller for their responsiveness and good communication throughout the process despite experiencing some minor delay the parcel did eventually make it way to me that left me a bit disappointed feel like there is little attention paid to shipping which is crucial to make sure the customer receives hisher order according to expectation overall if you have some patience the seller is lovely to work with and i feel that the marketplace is an excellent webster that host a broad range of item i would definitely feel comfortable purchasing from them again","3","2","4","4","3"
"a solid mobile shone for everyday use","i recently purchased a mobile phone and i am pretty satisfied with it the seller did a good job of getting it to me quickly without any problem the phone feel sturdy and is easy to navigable the screen is a great size and the camera take decent picture although not the best quality i have ever seen the sound quality during call is clear and loud enough that i do not have to strain to hear the other person the battery life is average and charge quickly the only downside i have noticed is that the phone heat up a bit when in use for extended period of time but it still operate normally overall i am pretty happy with purchase","","","5","","4"
"beautiful dress but disappointing seller","i recently purchased a dress and while i love the item itself i wa let down by the seller the dress arrived promptly and in perfect condition which wa definitely a plus however the seller wa professional and handled my order poorly firstly the seller did not provide any updated on the delivery status of my order i had to reach out multiple time to receive any information regarding when the item would ship additionally it took several day for the seller to respond to my inquiry his lack of communication definitely affected my experience in term of the dress itself i could not be happier it fit beautifully and is made of highquality material the colour and design are true to the advertised photo which is always a good sign when shopping online despite my dissatisfaction with the seller i will definitely be getting a lot of use out of this beautiful piece","1","5","1","","3"
"lovely dress remarkable delivery experience","his dress is a beauty the design is charming the material is fine and it fit me perfectly all the seam are neat and the color are a bright a in the picture although it feel rather plain at first glance the simplicity of the dress make it very versatile i can easily dress it up or down and wear it anywhere from the beach to the office however i can not say that the delivery wa exceptional it wa not really bad either it just took longer than expected without any updated from the shipping company it wa slightly disappointing a i wa eager to receive the item a soon a possible but that did not spoil my impression of the seller the customer service wa highly satisfactory the seller wa responsive polite and made sure that all of my request were met even though some of them required additional work in conclusion the dress exceeded my expectation but the delivery experience could use some improvement all in all i am very pleased with the purchase and would definitely buy from this seller again","3","3","5","","4"
"terrible delivery experience of the mobile shone purchase","the mobile phone i purchased arrived after week of waiting with terrible customer support from the elusive seller the phone itself though is satisfactory which is the only saving grace in this disastrous purchase furthermore the delivery rating barely deserves a 1 a the cracking information wa always incorrect and it only arrived after week instead of day the seller wa problematical too with slow answer and lack of concern badly the marketplace wa the only apparent control in all of this and considering their purity of responsiveness to reviewing practice and resolved issue their rating on this purchase hardly deserves a 3 all in all unless shopping from a trustworthy seller with little reliance on the delivery service or customer support this would be definitely a purchase line to avoid","4","1","2","3","2"
"to be honest i expected more from this phone the delivery wa prompt but that wa the only good thing about it the phone constantly law and perform poorly even under moderate usage though i must say that the seller wa very cooperative but that doe not cover up the fact that the phone simply doe not meet my expectation i can not make it through the day without having to charge it which is a complete nuisance yes the marketplace experience wa enjoyable the review on the page had created higher expectation that were sadly unfulfilled","disappointingly mediocre shone a buyer s review overall what could have been a great phone now a huge disappointment for me i wa expecting something more or even something on par with what i have used before but unfortunately the phone is just an average one i would hesitate to recommend this phone to anyone","","2","5","4","2"
"the disappointing purchase of a mobile shone","i recently made a purchase of a mobile phone and i have to admit i am quite unhappy with my experience while the delivery wa timely and the seller wa relatively helpful in answering my question the phone itself ha been a real letdown for state the phone s battery life is severely lacking even after fully charging the device it is barely able to last for half a day this is not ideal for someone who relief on their phone heavily for work and communication additionally the phone s camera is not nearly a good a advertised the picture appear grain and dull despite the phone s promise of highquality photo capability lastly the phone s overall performance ha been quite sluggish pp take forever to load and even basic menu navigation is frustratingly responsive at time it is disheartening to have invested so much money into a device that fall so short in the area that matter most overall i would not recommend this phone to others","1","5","4","","2"
"classic elegance a dress worth wearing","is a highly educated customer i wa looking for something chin to wear for an important event i stumbled across a beautiful dress and immediately knew it wa perfect the fabric wa of excellent quality and the stitching wa well done the design wa perfect for my body shape and the color wa implacable although this dress wa exquisitely designed it did have a few downside the seizing chart wa slightly unclear which wasted some time in the seizing selection another drawback wa that it relatively highprices which limit some of u who are shopping on a budget the vendor that i bought from shipped it quickly and the dress arrived neatly packed with all detail i needed it wa an overall great buying experience and i highly recommend both the dress and vendor it is difficult to convey how comfortable and beautiful it made me feel in word","4","","","","4"
"unleashing the music by experience with these headphone","by love for music is unparalleled and i wa looking for headphone that could provide me with the next level music experience i came across these headphone on a marketplace and despite initial apprehension i placed the order delivery of the headphone wa prompt and i received them earlier than expected however the package could have been more secure these headphone come equipped with noisecancellation feature which ensures that i can lose myself in music the sound quality is amazing and i can not imagine listening to music on anything else these headphone though could have been more comfortable to wear for longer duration the earpads are soft but they tend to heat up my ear after some hour which can be uncomfortable the build quality is exceptional and these headphone are unable i accidentally dropped them once but thankful there wa no damage overall i am happy with my purchase these headphone are a delight to use and the music experience is out of the world","","1","","","4"
"disappointing mobile shone a review","i recently purchased a mobile phone that wa advertised a brand new upon receiving it i found multiple scratch on the screen and a faulty camera i reached out to the seller but have not received any resolution in week the delivery wa not too slow but it definitely wa not speedy either while the marketplace wa easy to navigable and purchase from the seller s lack of customer service skill completely ruined my experience it is unacceptable to receive a lesser quality product than what wa advertised and then to have to fight for a solution i will not be doing business with the seller again nor would i recommend them to anyone else it is a shame because the marketplace itself wa great but ultimately the seller s failure to meet expectation ha cost them business","1","3","1","5","1"
"in elegant and practical wallet for any occasion","i recently purchased a new wallet and i am thrilled with my choice the wallet look incredibly chin with it genuine leather and welldrafted design making it the perfect accessory for both formal and casual occasion one of the wallet s standout feature is the ample amount of space it provides for both credit card and cash the different compartment are very easy to navigable and unlike my previous wallet i no longer find myself rummaging through a fluttered back pocket to retrieve a specific card additionally the coin pocket with a nipper closure is another fine touch and it help keep small change all in one place the wallet s slim profile is also a huge plus giving me the freedom to carry it comfortably in either a front or back pocket moreover it disability ensures that it will last for a long time saving me time and money in the long run overall i can wholeheartedly recommend this wallet to anyone who is looking for a stylish yet practical way to carry money and card it exceeded my expectation and i am sure that it will provide excellent value for every penny spent","5","","","","4"
"great quality mallet but disappointing seller","i recently purchased a new wallet and while i love the item i wa disappointed with the seller s conduct the wallet is rustic and stylish made of highquality material that seem unable and will age well it look even better in person than it did online the delivery wa prompt and i received the wallet in a good condition so no issue here however the seller lacked professionalism and attentiveness when it come to customer service there wa no response to my email inquiring about the delivery and i felt left in the dark even worse they did not even send a thank you note which would have added a nice personal touch while the overall quality of the product wa excellent their lack of communication retracts a bit from the overall experience 5","5","5","1","","3"
"jumping up the dam by experience with new headphone","i recently acquired a new pair of headphone and overall i am quite satisfied with the purchase while there were a few minor issue they do not ruin the entire product or purchasing process starting with the good delivery even though it took a bit longer than expected everything arrived in perfect condition so i wa able to get down to business right away the item itself is decent it is not the topnotch quality i wa hoping for but it is capable of playing the tune and blocking out the noise when needed unfortunately my experience with the seller wa not perfect hence the twostar rating there were a few hiccup on their side with communication which definitely left a sour taste in my mouth nevertheless i managed to work thing out in the end overall if you are not too pick about topnotch quality and you are looking for headphone within a certain budget these are not too shabby of an option must be cautious of the seller and keep a close eye on those communication channel","3","4","2","","3"
"to not waste your money on this mobile phone","i recently purchased a mobile phone from the seller and wa thoroughly disappointed with my experience firstly the delivery took an incredibly long time to arrive and there wa no communication from the seller regarding the delay upon receiving the phone the packing wa damaged and gave me little confidence in the integrity of the product inside it unfortunately my concern were not warranted a the phone ha prove to be reliable and difficult to use i have had consistent issue with battery life and the phone often shuts down unexpectedly additionally the camera quality is poor and the sound can be scratch and difficult to hear while the price wa somewhat unfordable i do not believe the money wa wellspent on this poorquality product overall i can not recommend this mobile phone to anyone","","","2","","1"
"good round quality but not north the marketplace purchase","i recently purchased headphone and while i wa initially excited to receive them my overall experience left much to be desired firstly the item itself provided decent sound quality that wa in line with my expectation however it lacked control on the headphone themselves which made it difficult to adjust volume or make other simple change while in use the delivery portion of the purchase came relatively quickly so i can not complain about that however when it came to the marketplace experience i left feeling le than satisfied the product wa listed at a price point that made it seem like a cheap alternative but the actual product lived up to it low cost in a way i did not expect overall the product wa disappointing and had the feeling of being knockoff while the marketplace offered little value to the buying experience","1","4","","1","2"
"door round quality ruin experience","i had high hope for these headphone but unfortunately they fell short of expectation while the delivery wa prompt and the seller wa responsive the supper sound quality wa frustration to say the least the bass is lacking and the treble is too sharp resulting in an unpleasant listening experience i even tried adjusting the equalizer setting on my device but to no avail it is disappointing because aside from the sound issue the headphone are comfortable and have a sleek design badly the most important aspect ha left me unsatisfied","2","5","5","3","2"
"disappointed with my recent wallet purchase","i recently purchased a wallet and unfortunately my overall experience wa not a pleasant a i had hoped while the product wa enough to keep my essential in place i wa quite unhinged by the transaction the seller wa not at their best resulting in me feeling uneasy throughout the purchase they did not have an accommodation attitude and did not answer my question efficiently that made me apprehensive about the product they were offering furthermore i encountered inconsistency with the specification a described in the avert the product had folding line and it appeared heavily used which i wa not expecting from a brand new wallet though the convenience of purchasing an item from the marketplace wa attractive the downside to that bid being the atmosphere surrounding the transaction that wa not relaxing hence my high expectation came plummeting down leaving me dejected","","","2","","2"
"disappointed with my recent mallet purchase","i recently purchased a wallet online and unfortunately my experience wa far from satisfactory the item itself seems to be decent quality but it doe not meet my expectation it is much smaller than i anticipated making it difficult to fit all my necessary card and cash inside additionally the inner lining feel a bit fly and cheaply made i wa disappointed with the delivery process a well it took longer than expected to arrive and it arrived in a plain envelope without any protective packing his lack of care during shipping resulted in the item arriving with minor blemish most concerning however wa my experience with the marketplace where i purchased the wallet without going into too much detail the customer service received wa supper making any future transaction unlikely overall i wa not pleased with this purchase and would not recommend the product or the marketplace","2","3","","1","2"
"stealing look but not my heart","the wallet appears a advertised it a nice little addition to any outfit and wellprices without feeling overlay economical while the overall look of the wallet do impress unfortunately the same can not be said for it timely arrival delivery wa sluggish to say the least i probably could have assembled the wallet myself in le time is for the seller thing were not too shabby nothing particularly noteworthy nothing particularly bad is for the marketplace i do not have anything overwhelmingly positive to say honestly d prefer to utilize my free time doing something besides for refreshing my into for updated on my purchase","5","1","3","1","3"
"disappointing delivery but the mallet is good quality","i wa eagerly waiting for my new wallet to arrive but unfortunately the delivery experience wa le than satisfactory despite the poor delivery the wallet itself is exactly what i wa hoping for the quality and look of the wallet are both fantastic i am very happy with my purchase and i plan on using it for a long time to come the only downside wa the delivery it took much longer than expected and wa not properly traced which made thing quite frustration however the product itself make up for the varnished delivery experience which wa ultimately out of the seller s hand all in all my rating for this purchase would be high despite the issue with delivery","4","1","","5","4"
"cheek customer s review of their latest mobile purchase","i can not help but feeling speak about the cool mobile phone i just acquired his phone quickly got rid of the haste of taking it to the customer service multiple time getting it up wa a smooth a ice cream on a summer day i had my friend scream woohoooo when they received my first video call which say a lot about the resolution of the camera integrated in this peanutssized device i did brow around various digital platform to get the best offer and ultimately the process did not disappoint not going to lie it feel like i got a bargain for the goodness of the sleek design camera quality battery life sound output and operating system one small hiccup i had in this purchase wa with the clock feature but that wa resolved pretty easily a friendly word of advice make sure you are getting the model number right a there found to be many similar phone out there that are not necessarily considered identical","","","2","","4"
"recent headphone with average delivery","i recently purchased a pair of headphone and i have mixed feeling about my purchase the item itself is decent quality and provides clear sound however i did have some issue with the delivery it took longer than expected to arrive and the packing wa slightly damaged which made me resistant about the integrity of the product is for the marketplace where i bought them the option were decent and the price wa fair but i wa not blown away by the experience overall i would say my experience wa average while i am satisfied with the product itself the delayed delivery and supper packing left something to be desired of you are looking for a decent pair of headphone and do not mind waiting a bit longer these may be a good option for you","1","3","","3","3"
"unfordable headphone that deliver great sound quality","i recently purchased a pair of headphone and i must say that i am quite impressed the audit quality is exceptional and i wa pleasantly surprised by how unfordable they were however the one downside is the comfort they fit a bit too snug for my liking and caused some discomfort after extended use when it come to background noise cancellation these headphone perform decently but not exceptionally while the sound reduction is noticeable it is not a effective a i would have hoped in the other hand the battery life is quite impressive with up to 12 hour of pastime overall i would highly recommend these headphone to anyone looking for an unfordable and great sounding pair although they may not provide the most comfortable experience or the most effective noise cancellation the audit quality and battery life make them a worthwhile investment","5","","","","4"
"lovely phone let down by floppy delivery and marketplace","i recently made a purchase of a new mobile phone and while the device itself is lovely and trick all the box the delivery and general marketplace experience left much to be desired the device feature stateoftheart technology with a sleek design and presentation that is snatched but the delivery wa significantly delayed from the estimated expectation coming in at a frustration wait unable to get a status update from the delivery company despite several attempt i wa left in the dark about the whereabouts and expected date of delivery conclusively the marketplace s process were a bit of a mess too a there wa not much haste regarding what i wanted i wa let down in term of delivery particularly that emerging once i longed into the platform provided being spasmladen making it evermore difficult and a timely experience trying to navigable around in sum my experience wa mixed however given the quality of the product which surpassed my expectation i can understand why some individual may find the experience worthwhile in comparison for me although i am grateful for a perfect mobile phone the haste surrounding the delivery and marketplace troop the convenience altogether","4","2","","2","2"
"feeling say and stunning in my new dress","i recently purchased a gorgeous little number that i can not wait to strut my stuff in the outfit is everything i had hoped for and more the color pip in all the right place and the figurehugging design show off all of my curve you can imagine my joy and excitement when i put it on however the delivery took quite longer than i expected and i wa getting a bit impatient just could not wait to rock this dress due to the many event i wa planning on getting to make it is debut in but my fear were quelled the moment i laid my eye on the piece the shopping customer experience in this situation surpassed phenomenon the seller wa suppurative of all my requires from purchase time up until delivery although the delivery wa not a fast a i had hoped it wa worth the wait overall my experience with my shopping transaction for my most recent apparel ha left me satisfied grateful even","5","1","5","5","4"
"surprisingly recent mobile shone","after purchasing this mobile phone i wa ensure of what to expect but i wa pleasantly surprised by it efficiency first of all the design of the phone is sick and aesthetically pleasing it fast processing capability and easily accessible ape make for smooth sailing when i need to use it during my daily errand however one downside is that the battery power can not withstand my heavy usage throughout the day overall i am quite happy with this mobile phone and i would recommend it to others","3","","","","4"
"moving my new mallet a rustic customer s review","i recently got myself a new wallet and i could not be more pleased with it the wallet itself is made from highquality leather and ha a stylish design it is the perfect size to fit all of my card and coin without being too bulky unfortunately the delivery process wa not a great a i would have wanted it to be it took longer than expected to arrive which wa a bit inconvenient for me however the upside wa that the delivery wa safe and secure so i wa relieved that my new wallet wa not damaged during the shipping process the seller of this wallet wa not the most accommodation person i have ever dealt with they did not respond to my question about the product in a timely manner and were not very helpful overall however i am glad that i still went forward with buying the wallet a it is perfect for my need is for the marketplace i do not have many complaint the shopping interface wa easy to use and navigable however it would have been nice to have the option for faster delivery additionally while the wallet wa one that i saw on the marketplace it would have been nice to have a few more option available overall i am extremely happy with my new wallet purchase it is perfect for my need and i can see myself using it for year to come","1","3","1","3","4"
"lovely dress but the delivery could have been better","i recently purchased a dress that caught my eye while browsing online and although i had a few issue with the delivery i am happy with the overall quality of the item the seller wa friendly and polite but unfortunately the dress arrived later than expected causing some inconvenience when i first tried on the dress i could instantly see that the craftsmanship wa of a high standard the material wa soft and comfortable to wear and the stitching wa neat and tidy the dress wa a little loose than i anticipated and sat a bit differently on me than i had imagined from the photo but that could probably be attributed to the seizing chart rather than a flaw in the dress itself while i appreciate the seller for their prompt communication and willingness to address my concern the delay in shipping were a letdown i would have hoped for a more fearless delivery process nonetheless given the quality of the dress and the friendliness of the seller i would probably consider buying from them again in the future","2","2","2","2","3"
"disappointing purchase headphone review","i wanted to share my experience using these headphone which left me quite dissatisfied although the seller delivered the product promptly the headphone did not meet my expectation firstly the sound quality wa not optical the bass wa distorted and drowned out higher audit frequency making the memory jarring his may go unnoticed to some people but the audit enthusiast in me could not help but notice it furthermore the headphone were not a comfortable a advertised they were tight on my ear causing discomfort after using them for more than an hour the adding in the marcus did not provide enough fashioning one saving grace for these headphone is their sleek design they look stylish and attract attention that being said their aesthetic value is overshadowed by the audit performance and comfortability in conclusion it sadden me to give these headphone an average rating a they show promise but the flowed execution impacted my satisfaction","","","5","","3"
"dress fails to impress","i am extremely disappointed with the dress i received the fabric wa cheap and thinly seethrough the stitching wa lacklustre and the colour significantly faded after one wash i had high hope for this dress but it fell flat in every regard despite the delivery being timely i would certainly not recommend this product to anyone not only did i waste my money but my time too","3","","","","2"
"mute but placed dress","i recently purchased this dress and while it definitely ha it charm there are a few issue worth noting first the fit is a bit strange leading to some awkward munching around the whistling additionally the fabric feel quite cheap and prone to wrinkling in the positive side the design is undeniably cut with a playful and flirt vice that is perfect for warm weather event the seller also provided excellent customer service and wa responsive throughout the buying process unfortunately my overall experience wa marred by the marketplace i used to purchase this dress the whole site felt clung and outdated with long loading time and confusing navigation it is a shame because i think the dress could be a real standout if it were easier to access and purchase from a more modern platform neutral","3","","4","1","3"
"comfortable summer dress for a casual day","i recently purchased a simple cotton summer dress that would be perfect for a laidback outing with my family i wa quite satisfied with the prompt delivery of the item which arrived in perfect condition however i had expected slightly more creativity in the packing while the seller wa responsive and courteous there were some aspect in the product description that were unclear and left me disappointed the dress itself while not my favorite doe fulfill it intended purpose for a relaxing summer day the design is basic and uncomplicated and the material comfortable to wear however i found several small say and imperfection in the seam which wa slightly disconcerting overall i am split on this purchase on the one hand i love the simplistic style and comfort of the dress but on the other hand i wa disappointed by some of the lacking feature described above","2","5","3","","3"
"functional wallet with minor appearance flaw","i recently purchased a new wallet and overall i am pleased with it functionality the wallet wa made of unable material that seem like they will hold up over time it ha enough shot to accommodate all of my needed card and the middle flap make it easy to store my of for easy access the only downside to my purchase is the appearance the color wa a bit different than what i expected and there were some minor flaw in the stitching while these flaw do not hinder the function of the wallet they are noticeable nevertheless the practically of the wallet outweighs the minor flaw in appearance it is compact and fit easily into my pocket without feeling bulky or heavy i am glad i found this product a it suit all of my need at an unfordable price point","","","","4","4"
"great round quality but delivery would be improved review of headphone","i recently purchased a pair of headphone and wa excited to test them out the sound quality is undoubtedly great and i can hear every detail in my music which is exactly what i wa hoping for the headphone are also comfortable to wear and i can wear them for hour without any discomfort however i wa a bit disappointed by the delivery time it took longer than expected for the package to arrive and the cracking information wa not very helpful in the positive side the packing wa secure and the headphone arrived in perfect condition i appreciate the attention to detail in their packing overall i am glad i purchased these headphone and would recommend them to others looking for highquality sound","","1","","","4"
"disappointing mobile shone experience","i recently purchased a mobile phone that left me feeling extremely disappointed right from the start i encountered various issue that were simply frustration for one i did not receive a user manual leaving me at a loss a to how to navigable the phone not only that but the touch screen wa not a sensitive a i had hoped leading to irritation when attempting to type additionally the battery life is poor causing me to have to charge this item more than i have ever had to before and let u be honest we already have enough wire and badge to sort out in a day to top it all off there wa no protective case included with the product that would have made it easier to forgive some of the shortcoming but ala i now must purchase one separately overall this phone had me looking for something that could remedy these headache right out of the box i can not imagine recommending it to anyone no matter how much they feel they need the device","","","","4","2"
"pleasant surprise with the wallet purchase","i recently purchased a wallet and could not believe my eye when i received it the wallet looked a expected but it wa even better in real life the craftsmanship wa of high quality and it felt sturdy in my hand i wa quite surprised to be honest while the delivery took a little longer than i anticipated it arrived in good condition the packing wa adequate and there were no sign of damage to the product the seller is not the most responsive but i am glad they delivered a promised is for the marketplace i find it decent but could be better i encountered some minor issue navigation the site otherwise it is okay is for the seller an improvement in delivery time communication and considering potential postage speed issue would be appreciated overall i really like this wallet it high quality though i do think the price could perhaps be a little lower the delivery wa not bad and there were some minor issue with both the seller and the marketplace but would still use these service again in the future 5","3","4","3","3","3"
"fantastic round quality disappointing seller and marketplace","i recently purchased a pair of headphone and i must say i am thoroughly impressed with their sound quality from the detailed high to the rich low the sound is nothing short of incredible unfortunately the same can not be said for the seller and the marketplace the seller wa not very accommodation and their customer service left a lot to be desired a better seller would have made the delivery process smoother and resolved any issue i encountered the marketplace wa also disappointing it lacked the necessary option and navigation their webster wa more complicated than it should have been i struggled to find the specific headphone i wa looking for and wa ultimately forced to go through a seller i would not have otherwise chosen if there were more option available despite the stack caused by the seller and the marketplace the headphone themselves make it worth the lessthanideal buying experience the quality of the sound is simply fantastic and i am glad i made the purchase","","5","1","1","3"
"disappointing purchase experience for a mallet","his wallet may look stylish but my disappointment with this purchase overshadow any small satisfaction i have from the item itself first of all the delivery took an unreasonably long time compared to what wa promised secondly the seller wa helpful and did not respond to my inquiry in a timely manner finally purchasing from this particular marketplace left me with a mediocre taste in my mouth i feel like my expectation were not only happened but lowcalled with this transaction all these negative have outweigh any potential positive that could have been carved out of this purchase perhaps resulting in it being my last using this platform","4","1","1","2","2"
